;text
1889;['akunnya', 'ilang', 'jir']
1890;['terima', 'kasih', 'sudah', 'mewakili']
1891;['basi', 'bojog']
1892;['lah', 'kok', 'liang']
1893;['rahasia', 'jokowi', 'yg', 'tdk', 'diketahui', 'orang', 'ialah', 'kebohongan', 'selanjutnya', 'yg', 'msh', 'diproduksi', 'dlm', 'otaknya']
1894;['yakin', 'dah', 'besok', 'tu', 'akun', 'udah', 'balik', 'lagi', 'hacker', 'kok', 'dilawan']
1895;['spill', 'tele', 'nya', 'kak', 'mau', 'join']
1896;['masih', 'ada', 'bang']
1897;['wkwkwk', 'anyink']
1898;['biasa', 'bang', 'wibu', 'caper', 'itu']
1899;['dotslot', 'situ', 'hiburan', 'dan', 'auto', 'profit', 'untuk', 'adu', 'keberuntungan', 'link']
1900;['ntr', 'pasti', 'buat', 'lagi', 'dia', 'udah', 'ngasitau', 'di', 'tweet', 'nya', 'bakal', 'di', 'suspen', 'hanya', 'hacker', 'ayam', 'sayur', 'kalau', 'diblok', 'sama', 'tweet', 'langsung', 'keder']
1901;['bang', 'ada', 'di', 'mari', 'wkwkwk']
1902;['tag', 'bang', 'klo', 'ada', 'info', 'akun', 'baru', 'nya']
1903;['akhirnya', 'kena', 'suspent', 'lari', 'ke', 'telegram', 'untuk', 'updat', 'dan', 'enggak', 'butuh', 'lama', 'dia', 'buat', 'akun', 'lagi']
1904;['tumben', 'kagak', 'teriak', 'kadrun', 'ma']
1905;['ini', 'orang', 'tolol', 'berpendapat', 'emangnya', 'apa', 'di', 'buru', 'sungguhan', 'baru', 'mau', 'di', 'buru', 'aja', 'si', 'hacker', 'udah', 'lari', 'kebirit', 'dan', 'semua', 'aqun', 'dan', 'jaringan', 'wifinya', 'di', 'offkan']
1906;['buzzerrp', 'ketarketir', 'data', 'nya', 'udah', 'di', 'tangan', 'siapa', 'yg', 'mo', 'mampir', 'ngopi', 'k', 'rumah', 'di', 'wonokromo']
1907;['baru', 'belajar', 'jadi', 'hacker']
1908;['mbuhh']
1909;['kalau', 'menurut', 'saya', 'pribadi', 'bjorka', 'diterima', 'masyarakat', 'pemerintah', 'pun', 'juga', 'tidak', 'mau', 'disalahkan', 'ata', 'kebobolan', 'data', 'malah', 'ngele', 'dan', 'terkesan', 'lari', 'dari', 'tanggung', 'jawab', 'toh', 'data', 'kita', 'udah', 'di', 'bjorka', 'yah', 'mau', 'gimana', 'lagi']
1910;['lah', 'padah', 'sbi', 'partai', 'biru', 'sbi', 'sendiri', 'yg', 'menghilangkan', 'bkn', 'lain']
1911;['bisa', 'jadi', 'kloningan', 'bin', 'ternakan', 'and', 'gerombolannya', 'dan', 'sepertinya', 'termasuk', 'golongan', 'lemah', 'gemulai', 'we', 'tewa', 'juga', 'infonya']
1912;['ganti', 'wa', 'dia']
1913;['cara', 'rezim', 'ini', 'banci', 'sekali']
1914;['hah', 'aman', 'teru', 'w', 'aja', 'tibatiba', 'masuk', 'parpol', 'itu', 'gimana', 'amannya']
1915;['btw', 'akunnya', 'suspen', 'gessss']
1916;['masih', 'hidup', 'lu', 'bang', 'gak', 'ada', 'tukang', 'bakso', 'di', 'depan', 'rumah', 'kan', 'hati', 'lho']
1917;['sudah', 'divoni', 'beba', 'ma']
1918;['tapi', 'sayangnya', 'akunnya', 'twitter', 'milik', 'bjorka', 'langsung', 'di', 'tangguhkan', 'twitter', 'gara', 'berita', 'rame', 'ini']
1919;['iya', 'kah']
1920;['ga', 'ketar', 'ketir', 'sih', 'tp', 'emg', 'itu', 'skenarionya', 'kan']
1921;['twitter', 'akhirnya', 'memblokir', 'akun', 'bjorkan', 'setelah', 'beberapa', 'kali', 'sempat', 'terlihat', 'mement', 'sejumlah', 'tokoh', 'nasion']
1922;['gaw', 'heboh', 'teru', 'ngilang', 'teru', 'comeback', 'aku', 'yakin', 'bakal', 'ngono', 'ma']
1923;['iya', 'baru', 'mulai', 'itu', 'skenarionya']
1924;['savag', 'bangettt', 'emang', 'si', 'ini', 'kurang', 'dari', 'x', 'jam', 'follow', 'nya', 'tembu', 'k', 'wajar', 'cemburu']
1925;['hahaha', 'kang', 'bakso', 'lagi', 'otw', 'ke', 'rumah', 'lu', 'ngab']
1926;['data', 'kita', 'aman', 'kok', 'sama', 'dia', 'gua', 'paham', 'taktiknya', 'dia']
1927;['yaahh', 'pemerintah', 'ketat', 'ketir', 'keknya']
1928;['nanananaaaa', 'betul']
1929;['atut', 'mati', 'desi']
1930;['strategi', 'melawan', 'bjorka', 'gampang', 'matikan', 'akun', 'twitter', 'nya', 'benar', 'senyap', 'dan', 'rapi']
1931;['bedaa', 'bjorka', 'wkwkkw']
1932;['lahhh', 'buset', 'iyah']
1933;['dia', 'berani', 'ungkap', 'kasu', 'sambo', 'jg', 'ga', 'ya']
1934;['bukan', 'urusan', 'saya', 'katanya']
1935;['udah', 'heboh', 'buka', 'an', 'data', 'bahkan', 'akunnya', 'samp', 'disuspend', 'setelah', 'kehebohan', 'sambo', 'dan', 'kenaikan', 'bbm', 'malesin', 'banget', 'ga', 'sih', 'urusan', 'beginian', 'biasanya', 'berujung', 'urusan', 'telorasinterorism', 'soalnya', 'yg', 'sudah', 'sih', 'gitu', 'dan', 'sere', 'pake', 'korban', 'jiwa', 'orang', 'ga', 'bersalah']
1936;['dan', 'akhirnya', 'kena', 'suspend', 'accountnya']
1937;['rezim', 'akut', 'penakut', 'moga', 'byorga', 'ngamuknya', 'lebih', 'hebat', 'lagi', 'ayoo', 'gaskeun']
1938;['haloooo', 'tweet', 'gweh', 'diapu', 'krn', 'akun', 'bjorka', 'di', 'ban']
1939;['masih', 'hidup', 'lu', 'tong']
1940;['akunnya', 'langsung', 'suspend']
1941;['mungkin', 'bang', 'deni', 'belum', 'sempet', 'beli', 'rumah', 'karena', 'duitnya', 'habi', 'dibuat', 'pijet']
1942;['bru', 'jg', 'buka', 'twit', 'td', 'udh', 'bc', 'sekila', 'eh', 'akun', 'si', 'hacker', 'kena', 'suspend', 'wkwk']
1943;['ssstttbiarin', 'kadrun', 'girang', 'dl', 'punya', 'hero', 'baru']
1944;['bongkar', 'smua', 'kebusukan', 'pemerintahan', 'sampai', 'rakyat', 'indo', 'menemukan', 'keadilan', 'nya']
1945;['nyokap', 'gw', 'gabisa', 'pulang', 'dari', 'bulan', 'lalu', 'dengan', 'alasan', 'belum', 'booster', 'mau', 'lewat', 'pesawat', 'atau', 'kapal', 'pun', 'gabisa', 'kalau', 'belum', 'booster', 'sementara', 'ni', 'pejabat', 'bangsat', 'pada', 'kemana', 'mana', 'sesuka', 'hatinya', 'padah', 'baru', 'kali', 'vaksin', 'otak', 'aman', 'kah', 'tolol']
1946;['hai', 'resti', 'kamu', 'muncul', 'disaat', 'si', 'bjorkan', 'menghilang', 'apakah', 'dia', 'si', 'jajang']
1947;['lu', 'mau', 'nyewa', 'kemana', 'bang', 'lawak']
1948;['sih', 'nunggu', 'updat', 'sek', 'ning', 'telegram']
1949;['ngapain', 'emang', 'repli', 'punya', 'lu', 'ibarat', 'diskusi', 'sama', 'domba', 'ekwkkw']
1950;['ahh', 'ini', 'bisa', 'bang']
1951;['jirr']
1952;['dasar', 'wibu']
1953;['aku', 'tekan']
1954;['break', 'news', 'akun', 'bjorka', 'kena', 'suspend', 'sang', 'hacker', 'twitter', 'harusnya', 'malu', 'via']
1955;['dox', 'masih', 'aman', 'begitu', 'nyenggol', 'densi', 'eh', 'akun', 'ditangguhkan']
1956;['tapi', 'knp', 'cepet', 'bgt', 'klo', 'untuk', 'pengalihan', 'isu', 'kya', 'denni', 'siregar', 'juga', 'udh', 'nanggepin', 'skrg', 'twitter', 'sama', 'telegram', 'brojka', 'udh', 'ilang']
1957;['yap', 'dilihat', 'emang', 'sepertinya', 'data', 'juga', 'mbak']
1958;['td', 'ada', 'yg', 'di', 'blok', 'sm', 'bjorkan', 'siap', 'ye']
1959;['kejadian', 'ini', 'justru', 'akan', 'mengakibatkan', 'bjorka', 'marah', 'dan', 'akan', 'semakin', 'membabi', 'buta', 'kita', 'tunggu', 'saja', 'kisah', 'selanjutnya']
1960;['akunnya', 'langsung', 'ke', 'suspend']
1961;['jadi', 'intinya', 'yg', 'ngilangin', 'siapa']
1962;['ra', 'wani', 'mestin', 'jipel', 'le', 'uncal', 'mengko']
1963;['ada', 'yg', 'mau', 'beli', 'ginjal', 'gak', 'buat', 'bayar', 'utang', 'dn', 'buat', 'beli', 'sepeda', 'listrik', 'biar', 'g', 'ikut', 'ikutan', 'ngantri', 'bbm']
1964;['wkwkwk', 'bentar', 'lagi', 'bikin', 'akun', 'baru']
1965;['itu', 'artinya', 'opo', 'ma']
1966;['lohh', 'cepat', 'kali', 'bah']
1967;['masa', 'hekel', 'kena', 'suspend']
1968;['entah', 'kenapa', 'gw', 'suka', 'ni', 'orang', 'respect']
1969;['what', 'cuma', 'buat', 'slave']
1970;['setuju', 'bang']
1971;['kok', 'langsung', 'ilang', 'twitnya', 'omm']
1972;['nitip', 'sandal', 'dulu']
1973;['bjorka', 'dari', 'garut', 'tuh', 'om']
1974;['pembobolan', 'data', 'pribadi', 'apalagi', 'negara', 'jela', 'bukan', 'sesuatu', 'yg', 'patut', 'diapresiasi', 'apalagi', 'dianggap', 'baik', 'terlepa', 'dr', 'bobroknya', 'data', 'system', 'negara', 'kita', 'apa', 'yg', 'dilakukan', 'bjorka', 'itu', 'termasuk', 'kejahatan', 'seriu', 'lho']
1975;['sudah', 'di', 'tangguhkan', 'akun', 'nya']
1976;['dukun']
1977;['yakin', 'bg', 'kalau', 'misalkan', 'dia', 'mnjual', 'data', 'yg', 'pent', 'untuk', 'dijual', 'di', 'pasar', 'gelap', 'deepweeb', 'gmnh', 'yg', 'pastinya', 'merugikan', 'kita']
1978;['dm', 'aja', 'kak', 'masih', 'readi']
1979;['lagi', 'gayeng', 'e', 'malah', 'ilang']
1980;['coba', 'deh', 'cari', 'di', 'tele', 'mungkin', 'sya', 'yg', 'diblokir', 'atau', 'akunnya', 'itu', 'hilang', 'sya', 'gak', 'tahu', 'persi']
1981;['channel', 'telegram', 'bjorkan', 'jg', 'ilang', 'sih', 'wkwkwwkkw']
1982;['nah', 'bisa', 'jadi', 'mungkin', 'ajah', 'dia', 'itu', 'orang', 'yang', 'mau', 'merusak', 'kepercayaan', 'anatara', 'pemimpin', 'negara', 'dengan', 'masyarakat']
1983;['opsi', 'partai', 'nya', 'sedikit', 'buat', 'non', 'islam']
1984;['setidaknya', 'kita', 'tau', 'klo', 'para', 'menteri', 'dan', 'pejabat', 'cuma', 'vaksin', 'kali']
1985;['panik', 'itu', 'bawa', 'bawa', 'orang', 'lain', 'pftttt']
1986;['sayap', 'sayap', 'dilawan', 'patahlah']
1987;['itu', 'waktu', 'blm', 'updat']
1988;['bisa', 'bukain', 'pintu', 'hatinya', 'nggak', 'susah', 'bener', 'buat', 'masuk']
1989;['oooooooooogitu']
1990;['ad', 'yg', 'panik', 'karena', 'banyak', 'data', 'dan', 'kebusukan', 'yg', 'dibongkar']
1991;['takut', 'kok', 'sama', 'akun', 'yang', 'up', 'kenyataan', 'takut', 'sama', 'tuhan']
1992;['yah', 'uda', 'suspend', 'menunggu', 'babak', 'selanjutnya', 'anoth', 'bjorka']
1993;['bjorka', 'telenya', 'ilang', 'ya']
1994;['di', 'tangguhkan']
1995;['janganjangan', 'itu', 'gimik', 'haha']
1996;['ofkor', 'mbak', 'tonggon', 'kekeyi', 'mbak', 'eli']
1997;['btw', 'telegramnya', 'bjorka', 'ilang', 'jg', 'akhirnya']
1998;['dia', 'udah', 'sadar', 'kok', 'dan', 'ketawa', 'aja', 'tadi', 'ada', 'yang', 'bilang', 'kalo', 'dia', 'bagian', 'dari', 'pemerintah', 'makanya', 'akunnya', 'ga', 'ilang', 'lha', 'sekarang', 'beneran', 'ilang']
1999;['buktikan', 'dirimu', 'bukan', 'cebong', 'bayaran']
2000;['bin', 'ma', 'mafia', 'kan', 'beda', 'alur', 'gan']
2001;['yoi', 'masi', 'anget']
2002;['btw', 'akunnya', 'ditangguhkan', 'ygi']
2003;['fix', 'dia', 'orang', 'indon']
2004;['bisa', 'jadi']
2005;['dia', 'hacker', 'beneran', 'pemerintah', 'takut', 'akhirnya', 'lapor', 'twitter', 'degh']
2006;['akun', 'tumbang', 'demikian', 'jg', 'akun', 'telegramnya', 'gercep', 'ama', 'twitter', 'indonesia']
2007;['anggaplah', 'hilang', 'teru', 'diam', 'saja', 'bukti', 'persidangan', 'banyak', 'saksi', 'masih', 'byk', 'yg', 'hidup', 'susun', 'ulang', 'lagi', 'kalau', 'niat', 'sihhh']
2008;['ya', 'abisnya', 'caper', 'bgt', 'heker', 'ko', 'main', 'telegram']
2009;['foku', 'ke', 'bbm', 'jgn', 'mau', 'di', 'tipu', 'dgn', 'penggiringan', 'opini', 'hacker', 'hacker', 'bjorka', 'muncul', 'di', 'tengah', 'panasnya', 'kenaikan', 'bbm', 'kenapa', 'skrg', 'media', 'pada', 'britakan', 'hacker', 'bjorka', 'hati', 'hati', 'oligarki', 'itu', 'picik']
2010;['hekernya', 'kena', 'suspen', 'pemerintah', 'kak']
2011;['gak', 'kaget', 'ahh', 'pale', 'nanti', 'ada', 'bjorki', 'bjorku', 'dst', 'gak', 'ada', 'bedanya', 'kan', 'ama', 'akun', 'el', 'diablo', 'atau', 'apa', 'itu', 'yg', 'bongkar', 'kasu', 'bobroknya', 'gia', 'dlu', 'brpa', 'kli', 'dia', 'kena', 'suspend', 'tohh', 'ttp', 'keluar', 'jg']
2012;['iya', 'heker', 'ko', 'akunnya', 'suspen']
2013;['dikira', 'semua', 'orang', 'sale', 'kenal', 'dan', 'temenan', 'apa']
2014;['wong', 'di', 'suspend', 'juga']
2015;['ini', 'pasti', 'campur', 'tangan', 'pemerintah', 'dan', 'buzzzerr']
2016;['akun', 'twitter', 'bjorka', 'dan', 'grup', 'bjorkan', 'hilang']
2017;['anjay', 'dijerat', 'pasal', 'uu', 'ite']
2018;['sakti', 'di', 'respon', 'denni', 'siregar', 'akun', 'bjorka', 'kanda']
2019;['kenapa', 'malah', 'berterima', 'kasih', 'di', 'tangguhkan', 'akunnya']
2020;['akun', 'kena', 'su', 'anjer']
2021;['setelah', 'seharian', 'bernyanyi', 'di', 'twitter', 'akun', 'hacker', 'yang', 'mengaku', 'membobol', 'data', 'sejumlah', 'lembaga', 'negara', 'tumbang']
2022;['lanjut', 'lanjut', 'efeknya', 'minyak', 'dunia', 'turun', 'bbm', 'disini', 'dinaikin', 'jdinya', 'semua', 'harga', 'jg', 'pada', 'naik', 'nikmati', 'gratisanmu', 'itu']
2023;['kena', 'suspend', 'akunnya', 'wkwk']
2024;['aanjirt', 'padah', 'baru', 'banget', 'bikin', 'ga', 'si']
2025;['wkwk', 'ngakak', 'tapi', 'mau', 'juga', 'dong', 'akun', 'twitter', 'lama', 'gue', 'gabisa', 'dibuka', 'karena', 'lupa', 'password', 'dan', 'email', 'ya', 'masih', 'pake', 'yahoo']
2026;['bjorka', 'sokin', 'ngopi', 'kita', 'pondok', 'kelapa']
2027;['akun', 'twitter', 'hacker', 'bjorka', 'mendadak', 'hilang', 'bjorka', 'denni', 'siregar', 'sambo', 'ani', 'malang', 'uu', 'ite', 'boruto', 'puan']
2028;['kenapa', 'akun', 'kamu', 'hareeeng']
2029;['asli']
2030;['sakalian', 'info', 'loker', 'mi', 'pang', 'tanyakeun']
2031;['ani', 'yang', 'bikin', 'bbm', 'naik', 'gara', 'gara', 'ani', 'ani', 'juga', 'yang', 'bikin', 'bu', 'puan', 'dapet', 'supris', 'pa', 'diluar', 'pada', 'demo', 'gara', 'gara', 'ani', 'hahaha']
2032;['jirr', 'telegram', 'nya', 'pun', 'hilang']
2033;['akun', 'twitter', 'hacker', 'bjorka', 'ditangguhkan']
2034;['sepertinya', 'orang', 'lokal', 'samp', 'dia', 'tau', 'seluk', 'beluk', 'histori', 'negeri', 'ini', 'saya', 'rasa', 'tujuannya', 'untuk', 'memecah', 'belah', 'negeri', 'ini']
2035;['demi', 'apa', 'dia', 'berani', 'banget', 'sih']
2036;['mungkin', 'bjorka', 'lagi', 'gabut', 'gae', 'mangkanya', 'dia', 'kaya', 'gt', 'ya', 'nikmatin', 'aja', 'gae']
2037;['kan', 'kita', 'sebagai', 'warga', 'biasa', 'dapetnya', 'grati', 'pemerintah', 'yang', 'beli', 'tau', 'pake', 'duit', 'siapa']
2038;['coba', 'miskol', 'nomornya', 'yuk']
2039;['tadi', 'pagi', 'baru', 'share', 'dalamg', 'pembunuhan', 'munir', 'dan', 'sekarang', 'akunnya', 'di', 'blokir']
2040;['buy', 'get', 'free', 'beli', 'masker', 'himalaya', 'dapet', 'free', 'masker', 'lagi', 'bjorka', 'shope', 'sekarang']
2041;['begitu', 'kata', 'bjorka', 'klo', 'twitter', 'block', 'akunnya']
2042;['hi', 'kak', 'bisa', 'bukain', 'akun', 'ig', 'lupa', 'password', 'ga', 'buka', 'jasa', 'aja', 'kak']
2043;['cuman', 'di', 'hacker', 'top', 'global', 'disuruh', 'suruh', 'sama', 'netizen', 'indo', 'kasian', 'cokkk', 'wkkw']
2044;['belum', 'ngopi', 'pke', 'kopiko', 'jdi', 'blio', 'blm', 'bisa', 'jawab']
2045;['lah', 'iya', 'bener', 'bisa', 'bantuin', 'buka', 'akun', 'igku', 'yg', 'lupa', 'password', 'ga', 'ya']
2046;['dih', 'naji', 'makan', 'uang', 'pajak', 'rakyat']
2047;['ada', 'yang', 'kangen', 'sama', 'makanan', 'jajanan', 'jadul', 'masa', 'sd', 'aku', 'ada', 'rekomendasi', 'toko', 'yang', 'jual', 'jajanan', 'sd', 'lengkapppp', 'bgt', 'cuss', 'kepoin', 'sekalian', 'nostalgia', 'xixixi']
2048;['amin', 'doa', 'yang', 'sama', 'ya', 'kak']
2049;['dylanda', 'nyesek', 'yak']
2050;['sepertinya', 'akun', 'sudah', 'di', 'suspend', 'deh', 'whi']
2051;['semoga']
2052;['ntik', 'ta', 'serlok', 'ma', 'bnyk', 'ko', 'yg', 'meet', 'up', 'cuma', 'ga', 'di', 'aplot', 'aja']
2053;['sehat', 'teru', 'ya', 'akun', 'ama', 'adminnya', 'kak', 'samaan', 'kak', 'aku', 'juga', 'kena', 'loh', 'di', 'suspend', 'permanen', 'jangan', 'di', 'hack', 'bjorka', 'ya']
2054;['udah', 'ilang']
2055;['iyaaa', 'akunnya', 'yang', 'udah', 'gaada', 'lagi', 'wull']
2056;['tapi', 'sayang', 'nya', 'di', 'indonesia', 'ga', 'dihargai', 'bro', 'dan', 'fill', 'sih', 'hacker', 'hacker', 'yang', 'katanya', 'org', 'luar', 'sebenrnya', 'orang', 'indonesia']
2057;['kelazz']
2058;['bjorka', 'pun', 'tau', 'mana', 'yang', 'anj', 'dan', 'mana', 'pejabat', 'jujur', 'makanya', 'elu', 'di', 'post', 'bersama', 'nama', 'nama', 'pejabat', 'banteng', 'aduh', 'elu', 'data', 'dihack', 'bjorka', 'secara', 'person', 'kok', 'elu', 'malah', 'bangga', 'buzzer', 'tolol', 'tag', 'bjorka', 'akun', 'bjorka', 'ditangguhkan']
2059;['cuman', 'di', 'hacker', 'top', 'global', 'malah', 'disuruh', 'suruh', 'netizen', 'wkwkw', 'kasian', 'cokk']
2060;['ketek']
2061;['bep', 'sdh', 'ilang', 'aja', 'akunnya', 'bejork']
2062;['akunnya', 'di', 'tangguhkan', 'bang', 'hadeuh', 'share', 'link', 'telenya', 'bang']
2063;['undang', 'ke', 'podcast', 'deddi', 'corbuzi', 'kita', 'pengen', 'tau', 'apa', 'dibalik', 'maksud', 'membocorkan', 'data', 'penduduk', 'file', 'kasu', 'tragedi', 'file', 'pemerintahan', 'hingga', 'para', 'menteri', 'ketua', 'dpr', 'hingga', 'aktivi', 'gw', 'yakin', 'hacker', 'satu', 'ini', 'kemungkinan', 'usianya', 'diata', 'tahunan']
2064;['pdhl', 'saya', 'gak', 'follow']
2065;['beda', 'kela', 'mahh']
2066;['padah', 'dia', 'ga', 'melanggar', 'twttr', 'guidelin']
2067;['yah', 'wkwk']
2068;['bjorkan', 'di', 'telegram', 'sudah', 'hilang', 'hmm', 'diciduk', 'ayah', 'kali', 'ya']
2069;['bisa', 'jd', 'malah', 'sengaja', 'dihilangkan', 'krna', 'katanya', 'menyangkut', 'partai', 'merah']
2070;['penjelasan', 'lengkap', 'identita', 'asli', 'pembunuh', 'aktivi', 'ham', 'munir', 'oleh', 'hacker', 'bjorka']
2071;['salah', 'info', 'lu', 'bang', 'itu', 'dulu']
2072;['min', 'balik', 'ah', 'balik']
2073;['banyak', 'yang', 'menyalah', 'artikan', 'heker', 'bisa', 'ngungkap', 'segalanya', 'lah', 'kalau', 'datanya', 'gak', 'ada', 'di', 'internet', 'gimana', 'caranya', 'wkwkw']
2074;['upaya', 'untuk', 'meminta', 'tambahan', 'anggaran', 'dgn', 'kehadiran', 'biar', 'terkesan', 'kebutuhan', 'mendesak', 'usaha', 'teru']
2075;['aku', 'ga', 'tau', 'malah', 'kasu', 'juragan', 'soalnya', 'lumayan', 'lama', 'ga', 'aktif', 'di', 'twitter', 'terakhir', 'off', 'gara', 'ke', 'bann', 'devic', 'sama', 'kadal', 'buduk']
2076;['hilang', 'hiburan', 'rakyat']
2077;['iya', 'biarin', 'dah']
2078;['kena', 'mental', 'om']
2079;['mau', 'nanya', 'nii', 'ada', 'yang', 'kuliah', 'di', 'ui', 'bandung', 'nggak', 'ngambil', 'kedokteran', 'gitu']
2080;['mao', 'heran', 'tapi', 'mereka', 'kominfo', 'ya', 'jadi', 'kagak', 'heran']
2081;['hekel', 'internasyinel', 'koq', 'akunnya', 'bisa', 'suspend', 'tololl']
2082;['makanya', 'kipi', 'haru', 'nol']
2083;['deni', 'sialan', 'main', 'report']
2084;['kena', 'mental', 'ya', 'om']
2085;['waktu', 'itu', 'juragan', 'jg', 'sama', 'ya', 'kak', 'tapi', 'gak', 'kena', 'suspend', 'tuh']
2086;['beneran', 'di', 'tangguhkan']
2087;['alasan', 'klasik', 'pake', 'kata', 'kadrun', 'udah', 'tau', 'sistem', 'pemerintah', 'sekarang', 'bobrok', 'dan', 'disalahkan', 'pak', 'ani', 'padah', 'ngak', 'ngapainngapain', 'sadar', 'bang', 'punya', 'harga', 'diri', 'sikit', 'jangan', 'jadi', 'alat', 'pemerintah']
2088;['keknya', 'bukan', 'abang', 'ini', 'bjorka', 'ini', 'neng']
2089;['lah', 'elo', 'cebong', 'kela', 'gorong']
2090;['udah', 'suspen']
2091;['bang']
2092;['flashsal', 'hijab', 'squar', 'rban', 'bella', 'squar', 'warna', 'hijab', 'segiempat', 'dengan', 'harga', 'rp', 'bisa', 'cod', 'dapatkan', 'di', 'shope', 'sekarang']
2093;['parah', 'akun', 'nya', 'ke', 'suspend', 'huft']
2094;['padah', 'yg', 'beli', 'serti', 'itu', 'emang', 'gak', 'mau', 'divak', 'lg', 'ogah', 'udah', 'ngrasain', 'gak', 'jelasnya', 'kondisi', 'tubuh', 'habi', 'dibaik', 'baik', 'scr', 'sukarela', 'maupun', 'yg', 'dipaksa']
2095;['banyakan', 'makan', 'kerupuk', 'upil', 'lo', 'bjork', 'itu', 'temennya', 'kevin', 'mitnick']
2096;['ngurusin', 'orang', 'lu', 'aja', 'sebelum', 'koma', 'spasi', 'dulu']
2097;['gue', 'juga', 'gitu', 'kemaren']
2098;['dari', 'hasil', 'ngejual', 'data', 'dia', 'sisihkan', 'sedikit', 'untuk', 'mencerahkan', 'warga']
2099;['twittnya', 'si', 'ndon', 'pale', 'masuk', 'akal', 'walau', 'si', 'tidak', 'beli', 'follow', 'tapi', 'sama', 'pihak', 'twitter', 'kebacanya', 'aktkfita', 'mencurigakan', 'dalam', 'beberapa', 'hari', 'bisa', 'sampai', 'k', 'follow']
2100;['makanya', 'dia', 'nyuruh', 'pollycapru']
2101;['halu', 'teruuuuuu', 'macem', 'orang', 'pent', 'aja', 'lau']
2102;['bjorka', 'tolong', 'dong', 'bocorin', 'soal', 'ujian', 'di', 'prusahaan', 'besar', 'negara', 'tercinta', 'ini', 'soal', 'pn', 'bumn', 'dan', 'lain', 'lain', 'kan', 'itu', 'dokumen', 'rahasia', 'juga', 'tolong', 'yaa', 'sekalian', 'jawaban', 'nya', 'min']
2103;['ada', 'gunanya', 'berrti', 'getcontact', 'wkwk']
2104;['survey', 'pembodohan']
2105;['padah', 'kita', 'punya', 'web', 'sosial', 'media', 'kak']
2106;['lg', 'rame', 'soal', 'akun', 'yg', 'membuka', 'banyak', 'file', 'rahasia', 'negara', 'ada', 'yg', 'bilang', 'perlawanan', 'dunia', 'cyber', 'ata', 'kepongahan', 'dan', 'kebobrokam', 'rezim', 'sebagai', 'rakyat', 'mari', 'kita', 'tonton', 'dan', 'lihat', 'perkembangan', 'nyadata', 'rahasia', 'apa', 'yg', 'akan', 'dibocorkanboleh', 'percaya', 'bolej', 'tdk']
2107;['twiter', 'indo', 'gov', 'tidak', 'ada', 'yg', 'tahuu']
2108;['iya', 'sih', 'tp', 'pada', 'gak', 'diakui', 'kalau', 'itu', 'kipi', 'tr', 'mokat', 'deh']
2109;['akun', 'bjorka', 'kena', 'suspend', 'akankah', 'kembali', 'lagi', 'buktikan', 'kalo', 'lu', 'bisa', 'buka', 'suspend']
2110;['hallo', 'yang', 'di', 'daerahnya', 'ada', 'jaringan', 'id', 'ketika', 'menghidupkan', 'wifi', 'bisa', 'nih', 'dipak', 'lumayan', 'internetan', 'free', 'violet', 'tokopedia', 'shope', 'bukalapak', 'itemku']
2111;['bisa', 'bisanya']
2112;['yo', 'ndak', 'tau', 'saya', 'kan', 'ban']
2113;['ayo', 'lah', 'bjorka', 'jgn', 'kalah', 'lawan', 'twitter', 'teru', 'di', 'telegram', 'juga', 'kenapa', 'hilang', 'ga', 'ada', 'yg', 'seru', 'lagi', 'nih', 'semua', 'pejabat', 'belum', 'pada', 'dishar', 'identitasnya']
2114;['ya', 'juga', 'sih']
2115;['akun', 'bjorkanya', 'di', 'bend']
2116;['jiahhh', 'cemen', 'akun', 'modarr']
2117;['wah', 'ada', 'yang', 'siap', 'menabuh', 'gendang']
2118;['ilang', 'twitter', 'telegramnya', 'sepertinya', 'ada', 'yg', 'panik']
2119;['doa', 'bilang', 'dari', 'bjork', 'sumbernya', 'dari', 'mana', 'si']
2120;['mang', 'tolong', 'anda', 'bisa', 'ngehack', 'data', 'orangorang', 'yang', 'korupsi', 'di', 'indonesia', 'gak']
2121;['bjorkan', 'meroket', 'tapi', 'kalau', 'dilihat', 'dr', 'sudut', 'pandang', 'lain', 'dia', 'berada', 'di', 'tingkat', 'lvl', 'script', 'child', 'ini', 'opini']
2122;['hp', 'nya', 'banyak', 'amat', 'yak']
2123;['akun', 'ilang', 'yaaa']
2124;['wkwkwk', 'akunnya', 'ditangguhkan', 'giliran', 'nyerang', 'denni', 'langsung', 'kroco', 'dibawahnya', 'pada', 'report', 'ini', 'akun', 'n', 'frame', 'doi', 'kadrun', 'astaga', 'ituu', 'orang', 'lucu', 'banget', 'ada', 'pula', 'yg', 'bilang', 'ini', 'cuma', 'ngalihin', 'isu', 'sambo', 'n', 'bbm', 'bbm', 'pasti', 'naik', 'ntar', 'bakalan', 'turun', 'kalau', 'pasar', 'dunia', 'juga', 'turun']
2125;['dia', 'hacker', 'dek', 'yang', 'nyebarin', 'atau', 'bobol', 'data', 'para', 'petinggi', 'kasusnya', 'munir', 'dan', 'data', 'bin', 'presiden', 'sekarang', 'akunnya', 'kena', 'suspend']
2126;['buzzerp', 'anjng', 'si', 'banci', 'kaleng', 'yg', 'diidolakan', 'manusia', 'dungu']
2127;['pandemi']
